date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:57:06	307363/307363	---M--	200	added ('OK')	image/jpeg	date:Thu,%2019%20Jan%202023%2016:48:20%20GMT	https://mixdesign.club/themeforest/marvio/img/favicon/og-image.jpg	C:/My%20Web%20Sites/crescenco2/mixdesign.club/themeforest/marvio/img/favicon/og-image.jpg	(from https://mixdesign.club/themeforest/marvio/index-portfolio-slider.html)
18:57:07	258738/258738	---M--	200	added ('OK')	image/jpeg	date:Thu,%2019%20Jan%202023%2016:48:26%20GMT	https://mixdesign.club/themeforest/marvio/img/portfolio/1000x1000-portfolio-3.jpg	C:/My%20Web%20Sites/crescenco2/mixdesign.club/themeforest/marvio/img/portfolio/1000x1000-portfolio-3.jpg	(from https://mixdesign.club/themeforest/marvio/index-portfolio-slider.html)
18:57:07	50515/50515	---M--	200	added ('OK')	image/jpeg	date:Thu,%2019%20Jan%202023%2016:48:28%20GMT	https://mixdesign.club/themeforest/marvio/img/portfolio/1000x1000-portfolio-5.jpg	C:/My%20Web%20Sites/crescenco2/mixdesign.club/themeforest/marvio/img/portfolio/1000x1000-portfolio-5.jpg	(from https://mixdesign.club/themeforest/marvio/index-portfolio-slider.html)
18:57:08	270639/270639	---M--	200	added ('OK')	image/jpeg	date:Thu,%2019%20Jan%202023%2016:48:26%20GMT	https://mixdesign.club/themeforest/marvio/img/portfolio/1000x1000-portfolio-4.jpg	C:/My%20Web%20Sites/crescenco2/mixdesign.club/themeforest/marvio/img/portfolio/1000x1000-portfolio-4.jpg	(from https://mixdesign.club/themeforest/marvio/index-portfolio-slider.html)
18:57:08	9314/9314	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2019%20Jan%202023%2016:48:43%20GMT	https://mixdesign.club/themeforest/marvio/img/svg/icon-contact-1.svg	C:/My%20Web%20Sites/crescenco2/mixdesign.club/themeforest/marvio/img/svg/icon-contact-1.svg	(from https://mixdesign.club/themeforest/marvio/index-portfolio-slider.html)
18:57:08	5682/5682	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2019%20Jan%202023%2016:48:43%20GMT	https://mixdesign.club/themeforest/marvio/img/svg/icon-contact-2.svg	C:/My%20Web%20Sites/crescenco2/mixdesign.club/themeforest/marvio/img/svg/icon-contact-2.svg	(from https://mixdesign.club/themeforest/marvio/index-portfolio-slider.html)
18:57:09	9927/9927	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2019%20Jan%202023%2016:48:44%20GMT	https://mixdesign.club/themeforest/marvio/img/svg/icon-contact-3.svg	C:/My%20Web%20Sites/crescenco2/mixdesign.club/themeforest/marvio/img/svg/icon-contact-3.svg	(from https://mixdesign.club/themeforest/marvio/index-portfolio-slider.html)
18:57:12	269579/269579	---M--	200	added ('OK')	image/jpeg	date:Thu,%2019%20Jan%202023%2016:48:40%20GMT	https://mixdesign.club/themeforest/marvio/img/projects/1200x912-project-image-3.jpg	C:/My%20Web%20Sites/crescenco2/mixdesign.club/themeforest/marvio/img/projects/1200x912-project-image-3.jpg	(from https://mixdesign.club/themeforest/marvio/index-portfolio-slider.html)
18:57:13	540461/540461	---M--	200	added ('OK')	image/jpeg	date:Thu,%2019%20Jan%202023%2016:48:39%20GMT	https://mixdesign.club/themeforest/marvio/img/projects/1200x675-project-image-2.jpg	C:/My%20Web%20Sites/crescenco2/mixdesign.club/themeforest/marvio/img/projects/1200x675-project-image-2.jpg	(from https://mixdesign.club/themeforest/marvio/index-portfolio-slider.html)
18:57:13	395671/395671	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2019%20Jan%202023%2016:49:24%20GMT	https://mixdesign.club/themeforest/marvio/js/libs.min.js	C:/My%20Web%20Sites/crescenco2/mixdesign.club/themeforest/marvio/js/libs.min.js	(from https://mixdesign.club/themeforest/marvio/index-portfolio-slider.html)
18:57:13	639308/639308	---M--	200	added ('OK')	image/jpeg	date:Thu,%2019%20Jan%202023%2016:48:34%20GMT	https://mixdesign.club/themeforest/marvio/img/projects/1200x1500-project-image-1.jpg	C:/My%20Web%20Sites/crescenco2/mixdesign.club/themeforest/marvio/img/projects/1200x1500-project-image-1.jpg	(from https://mixdesign.club/themeforest/marvio/index-portfolio-slider.html)
18:57:13	6520/6520	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2019%20Jan%202023%2016:49:20%20GMT	https://mixdesign.club/themeforest/marvio/js/gallery-init.js	C:/My%20Web%20Sites/crescenco2/mixdesign.club/themeforest/marvio/js/gallery-init.js	(from https://mixdesign.club/themeforest/marvio/index-portfolio-slider.html)
18:57:14	13250/13250	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2004%20May%202023%2017:38:03%20GMT	https://mixdesign.club/themeforest/marvio/js/custom.js	C:/My%20Web%20Sites/crescenco2/mixdesign.club/themeforest/marvio/js/custom.js	(from https://mixdesign.club/themeforest/marvio/index-portfolio-slider.html)
18:57:15	707/707	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2030%20Aug%202023%2013:27:16%20GMT	http://mixdesign.club/robots.txt		(from https://mixdesign.club/themeforest/marvio/index-portfolio-slider.html)
18:57:16	685643/685643	---M--	200	added ('OK')	image/jpeg	date:Thu,%2019%20Jan%202023%2016:48:30%20GMT	https://mixdesign.club/themeforest/marvio/img/portfolio/1000x1000-portfolio-6.jpg	C:/My%20Web%20Sites/crescenco2/mixdesign.club/themeforest/marvio/img/portfolio/1000x1000-portfolio-6.jpg	(from https://mixdesign.club/themeforest/marvio/index-portfolio-slider.html)
18:57:17	25096/25096	---M--	200	added ('OK')	application/font-woff2	date:Thu,%2019%20Jan%202023%2016:46:44%20GMT	https://mixdesign.club/themeforest/marvio/fonts/Fontawesome/fa-regular-400.woff2	C:/My%20Web%20Sites/crescenco2/mixdesign.club/themeforest/marvio/fonts/Fontawesome/fa-regular-400.woff2	(from https://mixdesign.club/themeforest/marvio/css/plugins.css)
18:57:18	150472/150472	---M--	200	added ('OK')	application/font-woff2	date:Thu,%2019%20Jan%202023%2016:46:46%20GMT	https://mixdesign.club/themeforest/marvio/fonts/Fontawesome/fa-solid-900.woff2	C:/My%20Web%20Sites/crescenco2/mixdesign.club/themeforest/marvio/fonts/Fontawesome/fa-solid-900.woff2	(from https://mixdesign.club/themeforest/marvio/css/plugins.css)
18:57:18	62048/62048	---M--	200	added ('OK')	application/x-font-ttf	date:Thu,%2019%20Jan%202023%2016:46:44%20GMT	https://mixdesign.club/themeforest/marvio/fonts/Fontawesome/fa-regular-400.ttf	C:/My%20Web%20Sites/crescenco2/mixdesign.club/themeforest/marvio/fonts/Fontawesome/fa-regular-400.ttf	(from https://mixdesign.club/themeforest/marvio/css/plugins.css)
18:57:19	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2030%20Aug%202023%2013:27:20%20GMT	https://mixdesign.club/themeforest/marvio/css/overlays/02.png	C:/My%20Web%20Sites/crescenco2/mixdesign.club/themeforest/marvio/css/overlays/02.png	(from https://mixdesign.club/themeforest/marvio/css/plugins.css)
18:57:19	107460/107460	---M--	200	added ('OK')	application/font-woff2	date:Thu,%2019%20Jan%202023%2016:46:42%20GMT	https://mixdesign.club/themeforest/marvio/fonts/Fontawesome/fa-brands-400.woff2	C:/My%20Web%20Sites/crescenco2/mixdesign.club/themeforest/marvio/fonts/Fontawesome/fa-brands-400.woff2	(from https://mixdesign.club/themeforest/marvio/css/plugins.css)
18:57:19	1047/1047	---M--	200	added ('OK')	image/png	date:Thu,%2019%20Jan%202023%2016:47:30%20GMT	https://mixdesign.club/themeforest/marvio/img/default-skin.png	C:/My%20Web%20Sites/crescenco2/mixdesign.club/themeforest/marvio/img/default-skin.png	(from https://mixdesign.club/themeforest/marvio/css/plugins.css)
18:57:19	397728/397728	---M--	200	added ('OK')	application/x-font-ttf	date:Thu,%2019%20Jan%202023%2016:46:46%20GMT	https://mixdesign.club/themeforest/marvio/fonts/Fontawesome/fa-solid-900.ttf	C:/My%20Web%20Sites/crescenco2/mixdesign.club/themeforest/marvio/fonts/Fontawesome/fa-solid-900.ttf	(from https://mixdesign.club/themeforest/marvio/css/plugins.css)
18:57:19	4012/4012	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2019%20Jan%202023%2016:47:31%20GMT	https://mixdesign.club/themeforest/marvio/img/default-skin.svg	C:/My%20Web%20Sites/crescenco2/mixdesign.club/themeforest/marvio/img/default-skin.svg	(from https://mixdesign.club/themeforest/marvio/css/plugins.css)
18:57:19	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2030%20Aug%202023%2013:27:21%20GMT	https://mixdesign.club/themeforest/marvio/img/preloader.gif	C:/My%20Web%20Sites/crescenco2/mixdesign.club/themeforest/marvio/img/preloader.gif	(from https://mixdesign.club/themeforest/marvio/css/plugins.css)
18:57:20	186112/186112	---M--	200	added ('OK')	application/x-font-ttf	date:Thu,%2019%20Jan%202023%2016:46:42%20GMT	https://mixdesign.club/themeforest/marvio/fonts/Fontawesome/fa-brands-400.ttf	C:/My%20Web%20Sites/crescenco2/mixdesign.club/themeforest/marvio/fonts/Fontawesome/fa-brands-400.ttf	(from https://mixdesign.club/themeforest/marvio/css/plugins.css)
18:57:21	296426/296426	---M--	200	added ('OK')	image/jpeg	date:Thu,%2019%20Jan%202023%2016:47:51%20GMT	https://mixdesign.club/themeforest/marvio/img/backgrounds/960x1440-bg-main-1.jpg	C:/My%20Web%20Sites/crescenco2/mixdesign.club/themeforest/marvio/img/backgrounds/960x1440-bg-main-1.jpg	(from https://mixdesign.club/themeforest/marvio/css/main.css)
18:57:24	423576/423576	---M--	200	added ('OK')	image/jpeg	date:Thu,%2019%20Jan%202023%2016:48:00%20GMT	https://mixdesign.club/themeforest/marvio/img/backgrounds/960x1440-slide-3.jpg	C:/My%20Web%20Sites/crescenco2/mixdesign.club/themeforest/marvio/img/backgrounds/960x1440-slide-3.jpg	(from https://mixdesign.club/themeforest/marvio/css/main.css)
18:57:24	528992/528992	---M--	200	added ('OK')	image/jpeg	date:Thu,%2019%20Jan%202023%2016:47:52%20GMT	https://mixdesign.club/themeforest/marvio/img/backgrounds/960x1440-bg-main-2.jpg	C:/My%20Web%20Sites/crescenco2/mixdesign.club/themeforest/marvio/img/backgrounds/960x1440-bg-main-2.jpg	(from https://mixdesign.club/themeforest/marvio/css/main.css)
18:57:24	569017/569017	---M--	200	added ('OK')	image/jpeg	date:Thu,%2019%20Jan%202023%2016:47:57%20GMT	https://mixdesign.club/themeforest/marvio/img/backgrounds/960x1440-slide-1.jpg	C:/My%20Web%20Sites/crescenco2/mixdesign.club/themeforest/marvio/img/backgrounds/960x1440-slide-1.jpg	(from https://mixdesign.club/themeforest/marvio/css/main.css)
18:57:28	290657/290657	---M--	200	added ('OK')	image/jpeg	date:Thu,%2019%20Jan%202023%2016:48:33%20GMT	https://mixdesign.club/themeforest/marvio/img/projects/1200x600-project-main-image-1.jpg	C:/My%20Web%20Sites/crescenco2/mixdesign.club/themeforest/marvio/img/projects/1200x600-project-main-image-1.jpg	(from https://mixdesign.club/themeforest/marvio/css/main.css)
18:57:28	880510/880510	---M--	200	added ('OK')	image/jpeg	date:Thu,%2019%20Jan%202023%2016:48:00%20GMT	https://mixdesign.club/themeforest/marvio/img/backgrounds/960x1440-slide-2.jpg	C:/My%20Web%20Sites/crescenco2/mixdesign.club/themeforest/marvio/img/backgrounds/960x1440-slide-2.jpg	(from https://mixdesign.club/themeforest/marvio/css/main.css)
18:57:29	232943/232943	---M--	200	added ('OK')	image/jpeg	date:Thu,%2019%20Jan%202023%2016:48:36%20GMT	https://mixdesign.club/themeforest/marvio/img/projects/1200x600-project-main-image-3.jpg	C:/My%20Web%20Sites/crescenco2/mixdesign.club/themeforest/marvio/img/projects/1200x600-project-main-image-3.jpg	(from https://mixdesign.club/themeforest/marvio/css/main.css)
18:57:30	322718/322718	---M--	200	added ('OK')	image/jpeg	date:Thu,%2019%20Jan%202023%2016:47:54%20GMT	https://mixdesign.club/themeforest/marvio/img/backgrounds/960x1440-bg-menu.jpg	C:/My%20Web%20Sites/crescenco2/mixdesign.club/themeforest/marvio/img/backgrounds/960x1440-bg-menu.jpg	(from https://mixdesign.club/themeforest/marvio/css/main.css)
18:57:31	487240/487240	---M--	200	added ('OK')	image/jpeg	date:Thu,%2019%20Jan%202023%2016:48:37%20GMT	https://mixdesign.club/themeforest/marvio/img/projects/1200x600-project-main-image-2.jpg	C:/My%20Web%20Sites/crescenco2/mixdesign.club/themeforest/marvio/img/projects/1200x600-project-main-image-2.jpg	(from https://mixdesign.club/themeforest/marvio/css/main.css)
18:57:34	795671/795671	---M--	200	added ('OK')	image/jpeg	date:Thu,%2019%20Jan%202023%2016:47:56%20GMT	https://mixdesign.club/themeforest/marvio/img/backgrounds/960x1440-bg-portfolio.jpg	C:/My%20Web%20Sites/crescenco2/mixdesign.club/themeforest/marvio/img/backgrounds/960x1440-bg-portfolio.jpg	(from https://mixdesign.club/themeforest/marvio/css/main.css)
18:57:35	743897/743897	---M--	200	added ('OK')	image/jpeg	date:Thu,%2019%20Jan%202023%2016:47:42%20GMT	https://mixdesign.club/themeforest/marvio/img/backgrounds/960x1440-bg-about.jpg	C:/My%20Web%20Sites/crescenco2/mixdesign.club/themeforest/marvio/img/backgrounds/960x1440-bg-about.jpg	(from https://mixdesign.club/themeforest/marvio/css/main.css)
18:57:35	524866/524866	---M--	200	added ('OK')	image/jpeg	date:Thu,%2019%20Jan%202023%2016:47:45%20GMT	https://mixdesign.club/themeforest/marvio/img/backgrounds/960x1440-bg-contact.jpg	C:/My%20Web%20Sites/crescenco2/mixdesign.club/themeforest/marvio/img/backgrounds/960x1440-bg-contact.jpg	(from https://mixdesign.club/themeforest/marvio/css/main.css)
18:57:35	2290/2290	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2019%20Jan%202023%2016:48:44%20GMT	https://mixdesign.club/themeforest/marvio/img/svg/icon-contact-bg-1.svg	C:/My%20Web%20Sites/crescenco2/mixdesign.club/themeforest/marvio/img/svg/icon-contact-bg-1.svg	(from https://mixdesign.club/themeforest/marvio/css/main.css)
18:57:36	5340/5340	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2019%20Jan%202023%2016:48:45%20GMT	https://mixdesign.club/themeforest/marvio/img/svg/icon-contact-bg-2.svg	C:/My%20Web%20Sites/crescenco2/mixdesign.club/themeforest/marvio/img/svg/icon-contact-bg-2.svg	(from https://mixdesign.club/themeforest/marvio/css/main.css)
18:57:36	4200/4200	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2019%20Jan%202023%2016:48:45%20GMT	https://mixdesign.club/themeforest/marvio/img/svg/icon-contact-bg-3.svg	C:/My%20Web%20Sites/crescenco2/mixdesign.club/themeforest/marvio/img/svg/icon-contact-bg-3.svg	(from https://mixdesign.club/themeforest/marvio/css/main.css)
18:57:37	52112/52112	---M--	200	added ('OK')	application/font-woff2	date:Thu,%2019%20Jan%202023%2016:47:05%20GMT	https://mixdesign.club/themeforest/marvio/fonts/Poppins-Light/Poppins-Light.woff2	C:/My%20Web%20Sites/crescenco2/mixdesign.club/themeforest/marvio/fonts/Poppins-Light/Poppins-Light.woff2	(from https://mixdesign.club/themeforest/marvio/css/main.css)
18:57:38	166368/166368	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2019%20Jan%202023%2016:47:02%20GMT	https://mixdesign.club/themeforest/marvio/fonts/Poppins-Light/Poppins-Light.eot?	C:/My%20Web%20Sites/crescenco2/mixdesign.club/themeforest/marvio/fonts/Poppins-Light/Poppins-Lightd41d.eot	(from https://mixdesign.club/themeforest/marvio/css/main.css)
18:57:39	73300/73300	---M--	200	added ('OK')	application/font-woff	date:Thu,%2019%20Jan%202023%2016:47:05%20GMT	https://mixdesign.club/themeforest/marvio/fonts/Poppins-Light/Poppins-Light.woff	C:/My%20Web%20Sites/crescenco2/mixdesign.club/themeforest/marvio/fonts/Poppins-Light/Poppins-Light.woff	(from https://mixdesign.club/themeforest/marvio/css/main.css)
18:57:39	439816/439816	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2019%20Jan%202023%2016:47:03%20GMT	https://mixdesign.club/themeforest/marvio/fonts/Poppins-Light/Poppins-Light.svg	C:/My%20Web%20Sites/crescenco2/mixdesign.club/themeforest/marvio/fonts/Poppins-Light/Poppins-Light.svg	(from https://mixdesign.club/themeforest/marvio/css/main.css)
18:57:40	159892/159892	---M--	200	added ('OK')	application/x-font-ttf	date:Thu,%2019%20Jan%202023%2016:47:04%20GMT	https://mixdesign.club/themeforest/marvio/fonts/Poppins-Light/Poppins-Light.ttf	C:/My%20Web%20Sites/crescenco2/mixdesign.club/themeforest/marvio/fonts/Poppins-Light/Poppins-Light.ttf	(from https://mixdesign.club/themeforest/marvio/css/main.css)
18:57:40	164648/164648	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2019%20Jan%202023%2016:47:16%20GMT	https://mixdesign.club/themeforest/marvio/fonts/Poppins-Regular/Poppins-Regular.eot?	C:/My%20Web%20Sites/crescenco2/mixdesign.club/themeforest/marvio/fonts/Poppins-Regular/Poppins-Regulard41d.eot	(from https://mixdesign.club/themeforest/marvio/css/main.css)
18:57:40	52372/52372	---M--	200	added ('OK')	application/font-woff2	date:Thu,%2019%20Jan%202023%2016:47:19%20GMT	https://mixdesign.club/themeforest/marvio/fonts/Poppins-Regular/Poppins-Regular.woff2	C:/My%20Web%20Sites/crescenco2/mixdesign.club/themeforest/marvio/fonts/Poppins-Regular/Poppins-Regular.woff2	(from https://mixdesign.club/themeforest/marvio/css/main.css)
18:57:41	73412/73412	---M--	200	added ('OK')	application/font-woff	date:Thu,%2019%20Jan%202023%2016:47:19%20GMT	https://mixdesign.club/themeforest/marvio/fonts/Poppins-Regular/Poppins-Regular.woff	C:/My%20Web%20Sites/crescenco2/mixdesign.club/themeforest/marvio/fonts/Poppins-Regular/Poppins-Regular.woff	(from https://mixdesign.club/themeforest/marvio/css/main.css)
18:57:41	19144/19144	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2019%20Jan%202023%2016:47:09%20GMT	https://mixdesign.club/themeforest/marvio/fonts/Poppins-Medium/Poppins-Medium.eot?	C:/My%20Web%20Sites/crescenco2/mixdesign.club/themeforest/marvio/fonts/Poppins-Medium/Poppins-Mediumd41d.eot	(from https://mixdesign.club/themeforest/marvio/css/main.css)
18:57:41	158240/158240	---M--	200	added ('OK')	application/x-font-ttf	date:Thu,%2019%20Jan%202023%2016:47:17%20GMT	https://mixdesign.club/themeforest/marvio/fonts/Poppins-Regular/Poppins-Regular.ttf	C:/My%20Web%20Sites/crescenco2/mixdesign.club/themeforest/marvio/fonts/Poppins-Regular/Poppins-Regular.ttf	(from https://mixdesign.club/themeforest/marvio/css/main.css)
18:57:41	8764/8764	---M--	200	added ('OK')	application/font-woff2	date:Thu,%2019%20Jan%202023%2016:47:12%20GMT	https://mixdesign.club/themeforest/marvio/fonts/Poppins-Medium/Poppins-Medium.woff2	C:/My%20Web%20Sites/crescenco2/mixdesign.club/themeforest/marvio/fonts/Poppins-Medium/Poppins-Medium.woff2	(from https://mixdesign.club/themeforest/marvio/css/main.css)
18:57:41	11856/11856	---M--	200	added ('OK')	application/font-woff	date:Thu,%2019%20Jan%202023%2016:47:11%20GMT	https://mixdesign.club/themeforest/marvio/fonts/Poppins-Medium/Poppins-Medium.woff	C:/My%20Web%20Sites/crescenco2/mixdesign.club/themeforest/marvio/fonts/Poppins-Medium/Poppins-Medium.woff	(from https://mixdesign.club/themeforest/marvio/css/main.css)
18:57:42	433106/433106	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2019%20Jan%202023%2016:47:17%20GMT	https://mixdesign.club/themeforest/marvio/fonts/Poppins-Regular/Poppins-Regular.svg	C:/My%20Web%20Sites/crescenco2/mixdesign.club/themeforest/marvio/fonts/Poppins-Regular/Poppins-Regular.svg	(from https://mixdesign.club/themeforest/marvio/css/main.css)
